REF_DATE,GEO,DGUID,Job tenure,Type of work,Sex,Age group,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2018,Manitoba,2016A000246,Total employed,Part-time employment,Males,45 years and over,Persons,249,thousands,3,v2843719,8.1.3.2.5,14.9,,,,1
2018,Manitoba,2016A000246,Total employed,Part-time employment,Males,25 to 54 years,Persons,249,thousands,3,v2843746,8.1.3.2.6,12.1,,,,1
2018,Manitoba,2016A000246,Total employed,Part-time employment,Males,55 years and over,Persons,249,thousands,3,v2843800,8.1.3.2.7,11.6,,,,1
2018,Manitoba,2016A000246,Total employed,Part-time employment,Males,55 to 64 years,Persons,249,thousands,3,v2843827,8.1.3.2.8,5.1,,,,1
2018,Manitoba,2016A000246,Total employed,Part-time employment,Males,65 years and over,Persons,249,thousands,3,v2843854,8.1.3.2.9,6.5,,,,1
2018,Manitoba,2016A000246,Total employed,Part-time employment,Females,15 years and over,Persons,249,thousands,3,v2843881,8.1.3.3.1,85.7,,,,1
2018,Manitoba,2016A000246,Total employed,Part-time employment,Females,15 to 24 years,Persons,249,thousands,3,v2844016,8.1.3.3.2,26.2,,,,1
2018,Manitoba,2016A000246,Total employed,Part-time employment,Females,25 years and over,Persons,249,thousands,3,v2843908,8.1.3.3.3,59.5,,,,1
2018,Manitoba,2016A000246,Total employed,Part-time employment,Females,25 to 44 years,Persons,249,thousands,3,v2843935,8.1.3.3.4,27.1,,,,1
2018,Manitoba,2016A000246,Total employed,Part-time employment,Females,45 years and over,Persons,249,thousands,3,v2843962,8.1.3.3.5,32.4,,,,1
2018,Manitoba,2016A000246,Total employed,Part-time employment,Females,25 to 54 years,Persons,249,thousands,3,v2843989,8.1.3.3.6,38.1,,,,1
2018,Manitoba,2016A000246,Total employed,Part-time employment,Females,55 years and over,Persons,249,thousands,3,v2844043,8.1.3.3.7,21.3,,,,1
2018,Manitoba,2016A000246,Total employed,Part-time employment,Females,55 to 64 years,Persons,249,thousands,3,v2844070,8.1.3.3.8,14,,,,1
2018,Manitoba,2016A000246,Total employed,Part-time employment,Females,65 years and over,Persons,249,thousands,3,v2844097,8.1.3.3.9,7.3,,,,1
2018,Manitoba,2016A000246,1 to 3 months,Both full and part-time employment,Both sexes,15 years and over,Persons,249,thousands,3,v2843378,8.2.1.1.1,40,,,,1
2018,Manitoba,2016A000246,1 to 3 months,Both full and part-time employment,Both sexes,15 to 24 years,Persons,249,thousands,3,v2843513,8.2.1.1.2,16.7,,,,1
2018,Manitoba,2016A000246,1 to 3 months,Both full and part-time employment,Both sexes,25 years and over,Persons,249,thousands,3,v2843405,8.2.1.1.3,23.4,,,,1
2018,Manitoba,2016A000246,1 to 3 months,Both full and part-time employment,Both sexes,25 to 44 years,Persons,249,thousands,3,v2843432,8.2.1.1.4,16,,,,1
2018,Manitoba,2016A000246,1 to 3 months,Both full and part-time employment,Both sexes,45 years and over,Persons,249,thousands,3,v2843459,8.2.1.1.5,7.4,,,,1
2018,Manitoba,2016A000246,1 to 3 months,Both full and part-time employment,Both sexes,25 to 54 years,Persons,249,thousands,3,v2843486,8.2.1.1.6,20.1,,,,1
2018,Manitoba,2016A000246,1 to 3 months,Both full and part-time employment,Both sexes,55 years and over,Persons,249,thousands,3,v2843540,8.2.1.1.7,3.3,,,,1
2018,Manitoba,2016A000246,1 to 3 months,Both full and part-time employment,Both sexes,55 to 64 years,Persons,249,thousands,3,v2843567,8.2.1.1.8,2.7,,,,1
2018,Manitoba,2016A000246,1 to 3 months,Both full and part-time employment,Both sexes,65 years and over,Persons,249,thousands,3,v2843594,8.2.1.1.9,0.7,,,,1
2018,Manitoba,2016A000246,1 to 3 months,Both full and part-time employment,Males,15 years and over,Persons,249,thousands,3,v2843621,8.2.1.2.1,21.9,,,,1
2018,Manitoba,2016A000246,1 to 3 months,Both full and part-time employment,Males,15 to 24 years,Persons,249,thousands,3,v2843756,8.2.1.2.2,9,,,,1
2018,Manitoba,2016A000246,1 to 3 months,Both full and part-time employment,Males,25 years and over,Persons,249,thousands,3,v2843648,8.2.1.2.3,13,,,,1
2018,Manitoba,2016A000246,1 to 3 months,Both full and part-time employment,Males,25 to 44 years,Persons,249,thousands,3,v2843675,8.2.1.2.4,8.5,,,,1
2018,Manitoba,2016A000246,1 to 3 months,Both full and part-time employment,Males,45 years and over,Persons,249,thousands,3,v2843702,8.2.1.2.5,4.4,,,,1
2018,Manitoba,2016A000246,1 to 3 months,Both full and part-time employment,Males,25 to 54 years,Persons,249,thousands,3,v2843729,8.2.1.2.6,10.8,,,,1
2018,Manitoba,2016A000246,1 to 3 months,Both full and part-time employment,Males,55 years and over,Persons,249,thousands,3,v2843783,8.2.1.2.7,2.2,,,,1
2018,Manitoba,2016A000246,1 to 3 months,Both full and part-time employment,Males,55 to 64 years,Persons,249,thousands,3,v2843810,8.2.1.2.8,1.7,,,,1
2018,Manitoba,2016A000246,1 to 3 months,Both full and part-time employment,Males,65 years and over,Persons,249,thousands,3,v2843837,8.2.1.2.9,,x,,,1
2018,Manitoba,2016A000246,1 to 3 months,Both full and part-time employment,Females,15 years and over,Persons,249,thousands,3,v2843864,8.2.1.3.1,18.1,,,,1
2018,Manitoba,2016A000246,1 to 3 months,Both full and part-time employment,Females,15 to 24 years,Persons,249,thousands,3,v2843999,8.2.1.3.2,7.7,,,,1
2018,Manitoba,2016A000246,1 to 3 months,Both full and part-time employment,Females,25 years and over,Persons,249,thousands,3,v2843891,8.2.1.3.3,10.4,,,,1
2018,Manitoba,2016A000246,1 to 3 months,Both full and part-time employment,Females,25 to 44 years,Persons,249,thousands,3,v2843918,8.2.1.3.4,7.5,,,,1
2018,Manitoba,2016A000246,1 to 3 months,Both full and part-time employment,Females,45 years and over,Persons,249,thousands,3,v2843945,8.2.1.3.5,2.9,,,,1
2018,Manitoba,2016A000246,1 to 3 months,Both full and part-time employment,Females,25 to 54 years,Persons,249,thousands,3,v2843972,8.2.1.3.6,9.3,,,,1
2018,Manitoba,2016A000246,1 to 3 months,Both full and part-time employment,Females,55 years and over,Persons,249,thousands,3,v2844026,8.2.1.3.7,1.2,,,,1
2018,Manitoba,2016A000246,1 to 3 months,Both full and part-time employment,Females,55 to 64 years,Persons,249,thousands,3,v2844053,8.2.1.3.8,0.9,,,,1
2018,Manitoba,2016A000246,1 to 3 months,Both full and part-time employment,Females,65 years and over,Persons,249,thousands,3,v2844080,8.2.1.3.9,,x,,,1
2018,Manitoba,2016A000246,1 to 3 months,Full-time employment,Both sexes,15 years and over,Persons,249,thousands,3,v2843387,8.2.2.1.1,27.3,,,,1
2018,Manitoba,2016A000246,1 to 3 months,Full-time employment,Both sexes,15 to 24 years,Persons,249,thousands,3,v2843522,8.2.2.1.2,9.5,,,,1
2018,Manitoba,2016A000246,1 to 3 months,Full-time employment,Both sexes,25 years and over,Persons,249,thousands,3,v2843414,8.2.2.1.3,17.7,,,,1
2018,Manitoba,2016A000246,1 to 3 months,Full-time employment,Both sexes,25 to 44 years,Persons,249,thousands,3,v2843441,8.2.2.1.4,12,,,,1
2018,Manitoba,2016A000246,1 to 3 months,Full-time employment,Both sexes,45 years and over,Persons,249,thousands,3,v2843468,8.2.2.1.5,5.7,,,,1
2018,Manitoba,2016A000246,1 to 3 months,Full-time employment,Both sexes,25 to 54 years,Persons,249,thousands,3,v2843495,8.2.2.1.6,15.4,,,,1
2018,Manitoba,2016A000246,1 to 3 months,Full-time employment,Both sexes,55 years and over,Persons,249,thousands,3,v2843549,8.2.2.1.7,2.4,,,,1
2018,Manitoba,2016A000246,1 to 3 months,Full-time employment,Both sexes,55 to 64 years,Persons,249,thousands,3,v2843576,8.2.2.1.8,2.1,,,,1
2018,Manitoba,2016A000246,1 to 3 months,Full-time employment,Both sexes,65 years and over,Persons,249,thousands,3,v2843603,8.2.2.1.9,,x,,,1
2018,Manitoba,2016A000246,1 to 3 months,Full-time employment,Males,15 years and over,Persons,249,thousands,3,v2843630,8.2.2.2.1,16.6,,,,1
2018,Manitoba,2016A000246,1 to 3 months,Full-time employment,Males,15 to 24 years,Persons,249,thousands,3,v2843765,8.2.2.2.2,5.4,,,,1
2018,Manitoba,2016A000246,1 to 3 months,Full-time employment,Males,25 years and over,Persons,249,thousands,3,v2843657,8.2.2.2.3,11.2,,,,1
2018,Manitoba,2016A000246,1 to 3 months,Full-time employment,Males,25 to 44 years,Persons,249,thousands,3,v2843684,8.2.2.2.4,7.4,,,,1
2018,Manitoba,2016A000246,1 to 3 months,Full-time employment,Males,45 years and over,Persons,249,thousands,3,v2843711,8.2.2.2.5,3.8,,,,1
2018,Manitoba,2016A000246,1 to 3 months,Full-time employment,Males,25 to 54 years,Persons,249,thousands,3,v2843738,8.2.2.2.6,9.5,,,,1
2018,Manitoba,2016A000246,1 to 3 months,Full-time employment,Males,55 years and over,Persons,249,thousands,3,v2843792,8.2.2.2.7,1.7,,,,1
2018,Manitoba,2016A000246,1 to 3 months,Full-time employment,Males,55 to 64 years,Persons,249,thousands,3,v2843819,8.2.2.2.8,1.5,,,,1
2018,Manitoba,2016A000246,1 to 3 months,Full-time employment,Males,65 years and over,Persons,249,thousands,3,v2843846,8.2.2.2.9,,x,,,1
2018,Manitoba,2016A000246,1 to 3 months,Full-time employment,Females,15 years and over,Persons,249,thousands,3,v2843873,8.2.2.3.1,10.7,,,,1
2018,Manitoba,2016A000246,1 to 3 months,Full-time employment,Females,15 to 24 years,Persons,249,thousands,3,v2844008,8.2.2.3.2,4.1,,,,1
2018,Manitoba,2016A000246,1 to 3 months,Full-time employment,Females,25 years and over,Persons,249,thousands,3,v2843900,8.2.2.3.3,6.5,,,,1
2018,Manitoba,2016A000246,1 to 3 months,Full-time employment,Females,25 to 44 years,Persons,249,thousands,3,v2843927,8.2.2.3.4,4.6,,,,1
2018,Manitoba,2016A000246,1 to 3 months,Full-time employment,Females,45 years and over,Persons,249,thousands,3,v2843954,8.2.2.3.5,1.9,,,,1
2018,Manitoba,2016A000246,1 to 3 months,Full-time employment,Females,25 to 54 years,Persons,249,thousands,3,v2843981,8.2.2.3.6,5.9,,,,1
2018,Manitoba,2016A000246,1 to 3 months,Full-time employment,Females,55 years and over,Persons,249,thousands,3,v2844035,8.2.2.3.7,0.6,,,,1
2018,Manitoba,2016A000246,1 to 3 months,Full-time employment,Females,55 to 64 years,Persons,249,thousands,3,v2844062,8.2.2.3.8,0.6,,,,1
2018,Manitoba,2016A000246,1 to 3 months,Full-time employment,Females,65 years and over,Persons,249,thousands,3,v2844089,8.2.2.3.9,,x,,,1
2018,Manitoba,2016A000246,1 to 3 months,Part-time employment,Both sexes,15 years and over,Persons,249,thousands,3,v2843396,8.2.3.1.1,12.8,,,,1
2018,Manitoba,2016A000246,1 to 3 months,Part-time employment,Both sexes,15 to 24 years,Persons,249,thousands,3,v2843531,8.2.3.1.2,7.1,,,,1
2018,Manitoba,2016A000246,1 to 3 months,Part-time employment,Both sexes,25 years and over,Persons,249,thousands,3,v2843423,8.2.3.1.3,5.6,,,,1
2018,Manitoba,2016A000246,1 to 3 months,Part-time employment,Both sexes,25 to 44 years,Persons,249,thousands,3,v2843450,8.2.3.1.4,4,,,,1
2018,Manitoba,2016A000246,1 to 3 months,Part-time employment,Both sexes,45 years and over,Persons,249,thousands,3,v2843477,8.2.3.1.5,1.7,,,,1
2018,Manitoba,2016A000246,1 to 3 months,Part-time employment,Both sexes,25 to 54 years,Persons,249,thousands,3,v2843504,8.2.3.1.6,4.7,,,,1
2018,Manitoba,2016A000246,1 to 3 months,Part-time employment,Both sexes,55 years and over,Persons,249,thousands,3,v2843558,8.2.3.1.7,1,,,,1
2018,Manitoba,2016A000246,1 to 3 months,Part-time employment,Both sexes,55 to 64 years,Persons,249,thousands,3,v2843585,8.2.3.1.8,0.6,,,,1
2018,Manitoba,2016A000246,1 to 3 months,Part-time employment,Both sexes,65 years and over,Persons,249,thousands,3,v2843612,8.2.3.1.9,,x,,,1
2018,Manitoba,2016A000246,1 to 3 months,Part-time employment,Males,15 years and over,Persons,249,thousands,3,v2843639,8.2.3.2.1,5.3,,,,1
2018,Manitoba,2016A000246,1 to 3 months,Part-time employment,Males,15 to 24 years,Persons,249,thousands,3,v2843774,8.2.3.2.2,3.5,,,,1
2018,Manitoba,2016A000246,1 to 3 months,Part-time employment,Males,25 years and over,Persons,249,thousands,3,v2843666,8.2.3.2.3,1.7,,,,1
2018,Manitoba,2016A000246,1 to 3 months,Part-time employment,Males,25 to 44 years,Persons,249,thousands,3,v2843693,8.2.3.2.4,1.1,,,,1
2018,Manitoba,2016A000246,1 to 3 months,Part-time employment,Males,45 years and over,Persons,249,thousands,3,v2843720,8.2.3.2.5,0.7,,,,1
2018,Manitoba,2016A000246,1 to 3 months,Part-time employment,Males,25 to 54 years,Persons,249,thousands,3,v2843747,8.2.3.2.6,1.3,,,,1
2018,Manitoba,2016A000246,1 to 3 months,Part-time employment,Males,55 years and over,Persons,249,thousands,3,v2843801,8.2.3.2.7,,x,,,1
2018,Manitoba,2016A000246,1 to 3 months,Part-time employment,Males,55 to 64 years,Persons,249,thousands,3,v2843828,8.2.3.2.8,,x,,,1
2018,Manitoba,2016A000246,1 to 3 months,Part-time employment,Males,65 years and over,Persons,249,thousands,3,v2843855,8.2.3.2.9,,x,,,1
2018,Manitoba,2016A000246,1 to 3 months,Part-time employment,Females,15 years and over,Persons,249,thousands,3,v2843882,8.2.3.3.1,7.5,,,,1
2018,Manitoba,2016A000246,1 to 3 months,Part-time employment,Females,15 to 24 years,Persons,249,thousands,3,v2844017,8.2.3.3.2,3.6,,,,1
2018,Manitoba,2016A000246,1 to 3 months,Part-time employment,Females,25 years and over,Persons,249,thousands,3,v2843909,8.2.3.3.3,3.9,,,,1
2018,Manitoba,2016A000246,1 to 3 months,Part-time employment,Females,25 to 44 years,Persons,249,thousands,3,v2843936,8.2.3.3.4,2.9,,,,1
2018,Manitoba,2016A000246,1 to 3 months,Part-time employment,Females,45 years and over,Persons,249,thousands,3,v2843963,8.2.3.3.5,1,,,,1
2018,Manitoba,2016A000246,1 to 3 months,Part-time employment,Females,25 to 54 years,Persons,249,thousands,3,v2843990,8.2.3.3.6,3.4,,,,1
2018,Manitoba,2016A000246,1 to 3 months,Part-time employment,Females,55 years and over,Persons,249,thousands,3,v2844044,8.2.3.3.7,0.5,,,,1
2018,Manitoba,2016A000246,1 to 3 months,Part-time employment,Females,55 to 64 years,Persons,249,thousands,3,v2844071,8.2.3.3.8,,x,,,1
2018,Manitoba,2016A000246,1 to 3 months,Part-time employment,Females,65 years and over,Persons,249,thousands,3,v2844098,8.2.3.3.9,,x,,,1
2018,Manitoba,2016A000246,4 to 6 months,Both full and part-time employment,Both sexes,15 years and over,Persons,249,thousands,3,v2843379,8.3.1.1.1,34.5,,,,1
2018,Manitoba,2016A000246,4 to 6 months,Both full and part-time employment,Both sexes,15 to 24 years,Persons,249,thousands,3,v2843514,8.3.1.1.2,14.2,,,,1
2018,Manitoba,2016A000246,4 to 6 months,Both full and part-time employment,Both sexes,25 years and over,Persons,249,thousands,3,v2843406,8.3.1.1.3,20.3,,,,1
2018,Manitoba,2016A000246,4 to 6 months,Both full and part-time employment,Both sexes,25 to 44 years,Persons,249,thousands,3,v2843433,8.3.1.1.4,14,,,,1
2018,Manitoba,2016A000246,4 to 6 months,Both full and part-time employment,Both sexes,45 years and over,Persons,249,thousands,3,v2843460,8.3.1.1.5,6.3,,,,1
2018,Manitoba,2016A000246,4 to 6 months,Both full and part-time employment,Both sexes,25 to 54 years,Persons,249,thousands,3,v2843487,8.3.1.1.6,17.7,,,,1
2018,Manitoba,2016A000246,4 to 6 months,Both full and part-time employment,Both sexes,55 years and over,Persons,249,thousands,3,v2843541,8.3.1.1.7,2.6,,,,1
2018,Manitoba,2016A000246,4 to 6 months,Both full and part-time employment,Both sexes,55 to 64 years,Persons,249,thousands,3,v2843568,8.3.1.1.8,2.1,,,,1
2018,Manitoba,2016A000246,4 to 6 months,Both full and part-time employment,Both sexes,65 years and over,Persons,249,thousands,3,v2843595,8.3.1.1.9,0.5,,,,1
2018,Manitoba,2016A000246,4 to 6 months,Both full and part-time employment,Males,15 years and over,Persons,249,thousands,3,v2843622,8.3.1.2.1,18.6,,,,1
2018,Manitoba,2016A000246,4 to 6 months,Both full and part-time employment,Males,15 to 24 years,Persons,249,thousands,3,v2843757,8.3.1.2.2,7.5,,,,1
2018,Manitoba,2016A000246,4 to 6 months,Both full and part-time employment,Males,25 years and over,Persons,249,thousands,3,v2843649,8.3.1.2.3,11.1,,,,1
2018,Manitoba,2016A000246,4 to 6 months,Both full and part-time employment,Males,25 to 44 years,Persons,249,thousands,3,v2843676,8.3.1.2.4,7.5,,,,1
2018,Manitoba,2016A000246,4 to 6 months,Both full and part-time employment,Males,45 years and over,Persons,249,thousands,3,v2843703,8.3.1.2.5,3.6,,,,1
2018,Manitoba,2016A000246,4 to 6 months,Both full and part-time employment,Males,25 to 54 years,Persons,249,thousands,3,v2843730,8.3.1.2.6,9.4,,,,1
2018,Manitoba,2016A000246,4 to 6 months,Both full and part-time employment,Males,55 years and over,Persons,249,thousands,3,v2843784,8.3.1.2.7,1.7,,,,1
2018,Manitoba,2016A000246,4 to 6 months,Both full and part-time employment,Males,55 to 64 years,Persons,249,thousands,3,v2843811,8.3.1.2.8,1.3,,,,1
2018,Manitoba,2016A000246,4 to 6 months,Both full and part-time employment,Males,65 years and over,Persons,249,thousands,3,v2843838,8.3.1.2.9,,x,,,1
2018,Manitoba,2016A000246,4 to 6 months,Both full and part-time employment,Females,15 years and over,Persons,249,thousands,3,v2843865,8.3.1.3.1,15.9,,,,1
2018,Manitoba,2016A000246,4 to 6 months,Both full and part-time employment,Females,15 to 24 years,Persons,249,thousands,3,v2844000,8.3.1.3.2,6.8,,,,1
2018,Manitoba,2016A000246,4 to 6 months,Both full and part-time employment,Females,25 years and over,Persons,249,thousands,3,v2843892,8.3.1.3.3,9.2,,,,1
2018,Manitoba,2016A000246,4 to 6 months,Both full and part-time employment,Females,25 to 44 years,Persons,249,thousands,3,v2843919,8.3.1.3.4,6.4,,,,1
2018,Manitoba,2016A000246,4 to 6 months,Both full and part-time employment,Females,45 years and over,Persons,249,thousands,3,v2843946,8.3.1.3.5,2.8,,,,1
2018,Manitoba,2016A000246,4 to 6 months,Both full and part-time employment,Females,25 to 54 years,Persons,249,thousands,3,v2843973,8.3.1.3.6,8.3,,,,1
2018,Manitoba,2016A000246,4 to 6 months,Both full and part-time employment,Females,55 years and over,Persons,249,thousands,3,v2844027,8.3.1.3.7,0.9,,,,1
2018,Manitoba,2016A000246,4 to 6 months,Both full and part-time employment,Females,55 to 64 years,Persons,249,thousands,3,v2844054,8.3.1.3.8,0.8,,,,1
2018,Manitoba,2016A000246,4 to 6 months,Both full and part-time employment,Females,65 years and over,Persons,249,thousands,3,v2844081,8.3.1.3.9,,x,,,1
2018,Manitoba,2016A000246,4 to 6 months,Full-time employment,Both sexes,15 years and over,Persons,249,thousands,3,v2843388,8.3.2.1.1,23.3,,,,1
2018,Manitoba,2016A000246,4 to 6 months,Full-time employment,Both sexes,15 to 24 years,Persons,249,thousands,3,v2843523,8.3.2.1.2,7.5,,,,1
2018,Manitoba,2016A000246,4 to 6 months,Full-time employment,Both sexes,25 years and over,Persons,249,thousands,3,v2843415,8.3.2.1.3,15.8,,,,1
2018,Manitoba,2016A000246,4 to 6 months,Full-time employment,Both sexes,25 to 44 years,Persons,249,thousands,3,v2843442,8.3.2.1.4,11,,,,1
2018,Manitoba,2016A000246,4 to 6 months,Full-time employment,Both sexes,45 years and over,Persons,249,thousands,3,v2843469,8.3.2.1.5,4.8,,,,1
2018,Manitoba,2016A000246,4 to 6 months,Full-time employment,Both sexes,25 to 54 years,Persons,249,thousands,3,v2843496,8.3.2.1.6,14.1,,,,1
2018,Manitoba,2016A000246,4 to 6 months,Full-time employment,Both sexes,55 years and over,Persons,249,thousands,3,v2843550,8.3.2.1.7,1.7,,,,1
2018,Manitoba,2016A000246,4 to 6 months,Full-time employment,Both sexes,55 to 64 years,Persons,249,thousands,3,v2843577,8.3.2.1.8,1.4,,,,1
2018,Manitoba,2016A000246,4 to 6 months,Full-time employment,Both sexes,65 years and over,Persons,249,thousands,3,v2843604,8.3.2.1.9,,x,,,1
2018,Manitoba,2016A000246,4 to 6 months,Full-time employment,Males,15 years and over,Persons,249,thousands,3,v2843631,8.3.2.2.1,14.3,,,,1
2018,Manitoba,2016A000246,4 to 6 months,Full-time employment,Males,15 to 24 years,Persons,249,thousands,3,v2843766,8.3.2.2.2,4.5,,,,1
2018,Manitoba,2016A000246,4 to 6 months,Full-time employment,Males,25 years and over,Persons,249,thousands,3,v2843658,8.3.2.2.3,9.7,,,,1
2018,Manitoba,2016A000246,4 to 6 months,Full-time employment,Males,25 to 44 years,Persons,249,thousands,3,v2843685,8.3.2.2.4,6.7,,,,1
2018,Manitoba,2016A000246,4 to 6 months,Full-time employment,Males,45 years and over,Persons,249,thousands,3,v2843712,8.3.2.2.5,3,,,,1
2018,Manitoba,2016A000246,4 to 6 months,Full-time employment,Males,25 to 54 years,Persons,249,thousands,3,v2843739,8.3.2.2.6,8.5,,,,1
2018,Manitoba,2016A000246,4 to 6 months,Full-time employment,Males,55 years and over,Persons,249,thousands,3,v2843793,8.3.2.2.7,1.3,,,,1
2018,Manitoba,2016A000246,4 to 6 months,Full-time employment,Males,55 to 64 years,Persons,249,thousands,3,v2843820,8.3.2.2.8,1.1,,,,1
2018,Manitoba,2016A000246,4 to 6 months,Full-time employment,Males,65 years and over,Persons,249,thousands,3,v2843847,8.3.2.2.9,,x,,,1
2018,Manitoba,2016A000246,4 to 6 months,Full-time employment,Females,15 years and over,Persons,249,thousands,3,v2843874,8.3.2.3.1,9,,,,1
2018,Manitoba,2016A000246,4 to 6 months,Full-time employment,Females,15 to 24 years,Persons,249,thousands,3,v2844009,8.3.2.3.2,3,,,,1
2018,Manitoba,2016A000246,4 to 6 months,Full-time employment,Females,25 years and over,Persons,249,thousands,3,v2843901,8.3.2.3.3,6,,,,1
2018,Manitoba,2016A000246,4 to 6 months,Full-time employment,Females,25 to 44 years,Persons,249,thousands,3,v2843928,8.3.2.3.4,4.2,,,,1
2018,Manitoba,2016A000246,4 to 6 months,Full-time employment,Females,45 years and over,Persons,249,thousands,3,v2843955,8.3.2.3.5,1.8,,,,1
2018,Manitoba,2016A000246,4 to 6 months,Full-time employment,Females,25 to 54 years,Persons,249,thousands,3,v2843982,8.3.2.3.6,5.7,,,,1
2018,Manitoba,2016A000246,4 to 6 months,Full-time employment,Females,55 years and over,Persons,249,thousands,3,v2844036,8.3.2.3.7,,x,,,1
2018,Manitoba,2016A000246,4 to 6 months,Full-time employment,Females,55 to 64 years,Persons,249,thousands,3,v2844063,8.3.2.3.8,,x,,,1
2018,Manitoba,2016A000246,4 to 6 months,Full-time employment,Females,65 years and over,Persons,249,thousands,3,v2844090,8.3.2.3.9,,x,,,1
2018,Manitoba,2016A000246,4 to 6 months,Part-time employment,Both sexes,15 years and over,Persons,249,thousands,3,v2843397,8.3.3.1.1,11.2,,,,1
2018,Manitoba,2016A000246,4 to 6 months,Part-time employment,Both sexes,15 to 24 years,Persons,249,thousands,3,v2843532,8.3.3.1.2,6.7,,,,1
2018,Manitoba,2016A000246,4 to 6 months,Part-time employment,Both sexes,25 years and over,Persons,249,thousands,3,v2843424,8.3.3.1.3,4.5,,,,1
2018,Manitoba,2016A000246,4 to 6 months,Part-time employment,Both sexes,25 to 44 years,Persons,249,thousands,3,v2843451,8.3.3.1.4,3,,,,1
2018,Manitoba,2016A000246,4 to 6 months,Part-time employment,Both sexes,45 years and over,Persons,249,thousands,3,v2843478,8.3.3.1.5,1.5,,,,1
2018,Manitoba,2016A000246,4 to 6 months,Part-time employment,Both sexes,25 to 54 years,Persons,249,thousands,3,v2843505,8.3.3.1.6,3.6,,,,1
2018,Manitoba,2016A000246,4 to 6 months,Part-time employment,Both sexes,55 years and over,Persons,249,thousands,3,v2843559,8.3.3.1.7,1,,,,1
2018,Manitoba,2016A000246,4 to 6 months,Part-time employment,Both sexes,55 to 64 years,Persons,249,thousands,3,v2843586,8.3.3.1.8,0.7,,,,1
2018,Manitoba,2016A000246,4 to 6 months,Part-time employment,Both sexes,65 years and over,Persons,249,thousands,3,v2843613,8.3.3.1.9,,x,,,1
2018,Manitoba,2016A000246,4 to 6 months,Part-time employment,Males,15 years and over,Persons,249,thousands,3,v2843640,8.3.3.2.1,4.3,,,,1
2018,Manitoba,2016A000246,4 to 6 months,Part-time employment,Males,15 to 24 years,Persons,249,thousands,3,v2843775,8.3.3.2.2,2.9,,,,1
2018,Manitoba,2016A000246,4 to 6 months,Part-time employment,Males,25 years and over,Persons,249,thousands,3,v2843667,8.3.3.2.3,1.4,,,,1
2018,Manitoba,2016A000246,4 to 6 months,Part-time employment,Males,25 to 44 years,Persons,249,thousands,3,v2843694,8.3.3.2.4,0.8,,,,1
2018,Manitoba,2016A000246,4 to 6 months,Part-time employment,Males,45 years and over,Persons,249,thousands,3,v2843721,8.3.3.2.5,0.5,,,,1
2018,Manitoba,2016A000246,4 to 6 months,Part-time employment,Males,25 to 54 years,Persons,249,thousands,3,v2843748,8.3.3.2.6,1,,,,1
2018,Manitoba,2016A000246,4 to 6 months,Part-time employment,Males,55 years and over,Persons,249,thousands,3,v2843802,8.3.3.2.7,,x,,,1
2018,Manitoba,2016A000246,4 to 6 months,Part-time employment,Males,55 to 64 years,Persons,249,thousands,3,v2843829,8.3.3.2.8,,x,,,1
2018,Manitoba,2016A000246,4 to 6 months,Part-time employment,Males,65 years and over,Persons,249,thousands,3,v2843856,8.3.3.2.9,,x,,,1
2018,Manitoba,2016A000246,4 to 6 months,Part-time employment,Females,15 years and over,Persons,249,thousands,3,v2843883,8.3.3.3.1,6.9,,,,1
2018,Manitoba,2016A000246,4 to 6 months,Part-time employment,Females,15 to 24 years,Persons,249,thousands,3,v2844018,8.3.3.3.2,3.8,,,,1
2018,Manitoba,2016A000246,4 to 6 months,Part-time employment,Females,25 years and over,Persons,249,thousands,3,v2843910,8.3.3.3.3,3.2,,,,1
2018,Manitoba,2016A000246,4 to 6 months,Part-time employment,Females,25 to 44 years,Persons,249,thousands,3,v2843937,8.3.3.3.4,2.2,,,,1
2018,Manitoba,2016A000246,4 to 6 months,Part-time employment,Females,45 years and over,Persons,249,thousands,3,v2843964,8.3.3.3.5,1,,,,1
2018,Manitoba,2016A000246,4 to 6 months,Part-time employment,Females,25 to 54 years,Persons,249,thousands,3,v2843991,8.3.3.3.6,2.6,,,,1
2018,Manitoba,2016A000246,4 to 6 months,Part-time employment,Females,55 years and over,Persons,249,thousands,3,v2844045,8.3.3.3.7,0.6,,,,1
2018,Manitoba,2016A000246,4 to 6 months,Part-time employment,Females,55 to 64 years,Persons,249,thousands,3,v2844072,8.3.3.3.8,,x,,,1
2018,Manitoba,2016A000246,4 to 6 months,Part-time employment,Females,65 years and over,Persons,249,thousands,3,v2844099,8.3.3.3.9,,x,,,1
2018,Manitoba,2016A000246,7 to 12 months,Both full and part-time employment,Both sexes,15 years and over,Persons,249,thousands,3,v2843380,8.4.1.1.1,49.9,,,,1
2018,Manitoba,2016A000246,7 to 12 months,Both full and part-time employment,Both sexes,15 to 24 years,Persons,249,thousands,3,v2843515,8.4.1.1.2,18,,,,1
2018,Manitoba,2016A000246,7 to 12 months,Both full and part-time employment,Both sexes,25 years and over,Persons,249,thousands,3,v2843407,8.4.1.1.3,31.9,,,,1
2018,Manitoba,2016A000246,7 to 12 months,Both full and part-time employment,Both sexes,25 to 44 years,Persons,249,thousands,3,v2843434,8.4.1.1.4,22.6,,,,1
